content,score
"game nya bagus di awal lancar lancar aja, tapi pas pemilihan Hero dan pas detik 13 selalu bug disitu, jadinya pas loading ketinggalan, padahal jaringan bagus, orang lain udah mulai game, saya baru masuk, jadinya saya afk terus, gimana mau capai rank keinginan kalo ada bug seperti itu terus",3
"semenjak update patch terakhir kali season kmrn, masalahnya adalah banyak bug terjadi, entah hp saya kurang mendukung atau apa tpi selama 4 tahun saya main game ini tidak pernah satupun saya mengalami masalah berikut ini. saya mengalami game freeze disaat matchmaking selesai (biasanya base hancur dan ada tulisan victory/defeat), saya mengalami freeze yang cukup lama ketika memasuki loading screen seperti saya stuck di 30% lalu game sudah dimulai(menyebabkan saya dianggap afk oleh sistem)",1
"Fitur-fitur gak guna malah ngebuat game tambah lag parah. Padahal jaringannya bagus, tapi lag parah karna kebanyakan fitur. Udah gitu sistem matchmakingnya susah, nunggu lama baru bisa. Gamenya gak kayak dulu lagi, kebanyakan fitur gak guna👎",3
"makin sekarang ML itu selalu ngelag,padahal wifi/data itu oke,aman sinyal ok,tapi kok sinyal di game jelek,padahal wifi nya bagus,tapi di game ping 300,apanihhhh. tolong di perbaiki tentang sinyal dioptimalkan lagi. gw tadi terpaksa afk gara² sinyal nya.",2
"game banyak bag nya padahal jaringan ku baik baik saja tapi kenapa diingame nya gak bisa gerak saya saran kan untuk di perbaiki, tidak direkomendasikan karna banyak bag nya. Juga pas waktu mulai itu banyak player yang gak mau masuk/nunggu detik ke 5 baru masuk kalo begini caranya bisa sangat membosankan sebenernya gameplay nya seru seru aja tapi ya itu banyak bag nya.",1
"game nya bagus+seru. tapi tolong lah moonton, banyak player mythic hasil jokian, jadi banyak yang ga bisa main, ga bisa berkontribusi dengan tim, sedangkan tim musuh sangat kompak. saya udah coba main party, berdua, bertiga, atau pun solo, tetep aja dapet musuh yang ga setara atau tim yang hasil jokian, saya pernah hampir LOSE STRIKE 5 KALI gara gara dapet tim hasil jokian, tolong perbaiki moonton. terimakasih.",3
"semakin bagus semakin besar penyimpanan nya dan semakin berat buat hp kentang, tolong dong update kemarin masih bisa suport ram 3 sekarang udah agak berat semenjak di update, kasian yang hp nya ga suport ga bisa main lagi seperti biasanya, mau masuk land of dawn pun harus nunggu 1/2 menit, jelas itu sangat merugikan/bisa menjadi kekalahan karena kalah gold di awal",2
"game banyak dark system nya, banyak bot nya, matchmaking ga seimbang. haaah, lengkap dah pokoknya... musuh ketemu IMO kita dikasih tim legend lah, tim musuh bagus banget tim kita malah busuk lah.. udah sering kejadian gini.. dan saya yakin ga cuma saya yang pernah ngalamin kaya gini.. tolonglahh, kalau gini terus nanti game nya sepi.",1
"satu persatu kawan meninggalkan game ini, bentar² berubah sistem. biasa kalah sekali menang sekali, paling kalah beruntun 3kali entar menang lagi, tapi di season bisa merasakan kalah beruntung sampai turun 2 level sampai 3 level. bentar² kita dijadikan percobaan. semoga kedepan bisa lebih baik lagi. oh ya dulu skin itu eklusif banget, sekarang hal biasa. kawan² yang dulu sering beli skin sekarang menyesal dengan banyak skin gratis 😆😆",2
"update patch baru gak jls servernya,makin kesini makin jelek!!!!skin doang yg d banyakin? servernya cacat total!!!ruang penyimpanan masih banyak,jaringan stabil,tpi sering nge lag gjls,bahkan sering afk karna masalah jaringan,emng gjls nih update terbaru!!!!!!!!!!!!!!!!!!!!!!!!,gak usah download game burik sistem gjls selalunya dapat match tidak sebanding terus,mana sering terjadi masalah jaringan padahal jaringan stabil,rusak kau monton",1
"Aplikasi macam apa ini,sinyal tidak stabil padahal ping WiFi bagus,saya buka apk lain tidak ada tuh hambatan masalah jaringan,lah ini baru masuk mid game ketika war sinyal merah kuning mulu,tolonglah untuk developer PERBAIKI MASALAH BUG!!,saya sebagai pengguna android sangat resah dengan masalah tersebut,tolong PERHATIKAN DAN PERBAIKI!!",5
tolong lh sistem redem musuh nya di stabil kan terlalu drak . ni kan game main berlima sesuai kan lh ma tim kita sama tim musuh. hampir 10 gmplar deffit semua apalh ni game makin lama makin ga asik. tambahan . kalo game nya Masi mau rame yg main di perbaiki lh,1
"Dear moonton, telah terjadi bug (frame drop) saat penyesuaian draft pick dan itu terjadi bukan hanya di device saya, tetapi banyak dari teman teman saya mengalami hal yang sama. Dan satu lagi saat in game ping (sinyal) sering naik turun padahal kondisinya saya menggunakan wifi yang kualitasnya tidak buruk. tolong perbaiki untuk bug bug ini, sekian terimakasih.",2
"sering bermasalah jaringan wifi untuk hal yang lain lancar, tapi untuk bermain ml sering sinyal hilang dan mengganggu permainan, walaupun menggunakan kuota internet pun sama saja, mohon perbaiki lagi, atau ulasan seperti ini akan selalu datang dan membuat game nya jadi terlihat buruk",1
"semuanya udah bagus apalagi sekarang udah lancar banget di ram 2gb, gak kaya dulu waktu 2018 masih ada frame dikit. yg masih JELEK itu sistem Matchmakingnya ga pernah adil, ga pernah di perbaiki. Tiap main pasti ada aja 1 atau 3 orang yang mainnya kaya bot, main solo atau Mabar sama aja",2
"To Be Honest, Rank sekarang itu juaaaancoouuukk!! harusnya diterapin sistem yang adil, rate minimal 6.5 dan silver diatasnya itu jangan turun kalau kalah, dan kalau menang diterapin 1 bintang, nah yang ratenya 7.0 silver, dapat 2 bintang, kalau gold ataupun dengan rate lebih baik dapat 3 bintang, itu jauh lebih adil daripada sistem gaje sekarang!! parah banget cok sekarang kalau main Rank!!!!",2
"tolong diperbaiki sistem matchmaking nya, sering sekali saya mendapat tim yg lebih buruk dari saya, bahkan setiap hari mendapat lawan yg mekaniknya jago sekali sedangkan tim saya poke parah! perbaiki lah, katanya game pertarungan yg adil. gimana sih😮‍💨",2
saya sudah lama bermain game ini.. lalu berhenti karena terlalu berat dibagian koneksi signal.. shingga terlalu sering lag.. kemudian memainkannya lagi.. lah tetap saja berat.. dan lagi parah.. gak ada perubahan.. mungkin ni game dah gah butuh player,1
"Walaupun sering mendapatkan tim yang gabisa main, namun mobile legend tetap seru. Masukan dari Saya : jika main rank dan posisi sedang kalah, kebanyakan player langsung afk, dan membuat repot kami yang masih berjuang merebut kemenangan, mohon diberi hukuman bagi yang afk saat merasa kalah posisi, padahal turret masih belum hancur, dan berikan perlindungan untuk tim yang masih berjuang walaupun sudah ada yang afk.",5
"Loading screen ketika kembali ke dalam game sangat lambat, kalah sama game berat lain seperti pubg, arena breakout, sehingga menimbulkan hukuman AFK yang dimana di sebabkan karena sistem itu sendiri, harap tingkatkan waktu loading/renderingnya 🙏",1
"Dear mobile legend, mohon untuk memperbaiki bug pada jaringan begitu aneh dan nyata tiba"" stuck di layar loading/tekeluar sendiri padahal jaringam full dan stabil serta penyimpanan masih oke. alhasil pas masuk in game main otomatis dan apa konsekuensinya? SKOR KREDIT BERKURANG DAN TIDAK BISA AJU BANDING!!! knp gw kasih bintang 5? biar dibaca sama moonton! plis notice ulasan ini moonton dan segera perbaiki, sekian terima kasih.",5
"udah beli skin mahal-mahal, dikasihnya losetreak mulu, sekalinya hampir menang malah kena comeback musuh, pembagian tim nya ga sesuai, bikin emosi, sering dapet tim troll dan gabisa main, menang cuma 2× tapi kalahnya 15×. Tolong pembagian timnya kasih yang sepadan, kalo musuh jago, kasih tim yang jago juga lah, masa' musuh nya jago tapi tim sendiri yang gabisa main 🙏🏻🙏🏻🙏🏻",1
game apa ini jmbt setiap loading screen mentok 80% sampe lama dan akhirnya ga nyampe ke in game. terus rilok netep di loading sebelum masuk ke dalam game. abis itu nunggu Baru bisa masuk ke dalam game terus tanpa rasa bersalah bintang gua di ilangin? padahal invalid karna gua afk tapi tetep ilang bukan sekali dua kali tapi tiga kali. masalah jaringan? Kouta sisa 700MB aja gua isi demi gua bisa main. tolong lah ilangin bug lu moonton semua player pasti pernah kena bug dampkny lu bkl kehlng player,1
"developer moonton babi, awak tiap mau main selalu stuck, di efek loading, trus kena afk, padahal jaringan selalu lancar di in game, uninstall aja, mending ganti ke hok, sudah dari kemarin saya mengirim kan bukti ss, bugnya tapi tidak hilang"", katanya akan di perbaiki tapi tidak selesai"", dan alhasil saya mlah kehilangan bintang",1
"overall udah bagus, tapi kadang lawan ga seimbang. ram buat main semakin gede, semoga nanti bisa beli hp yg lebih tinggi ram nya buat main dan ga nge crash lagi. sistem hukuman afk tolong di perbaiki, terkadang ada yg nge crash, lalu login ulang, setelah pertandingan malah di hitung afk padahal ikut battle tim. tolong di perbaiki.",3
"tolong perbaiki sistem matchmaking di game ini, saya sudah 7x main solo dan mendapatkan tim yang kurang jago beberapa dari mereka juga terdapat komputer sedangkan musuhnya pro player dan tidak ada bot atau komputernya, mohon perbaiki sistemnya",1
"Tolong MOONTON masalah jaringan nya diperbaiki. saya main Mobile legends lebih 1 bulan ini ping nya naik turun tidak stabil. wifi saya sudah kenceng buka apk apa saja lancar, tapi giliran main ml lag parah dan pingnya gak stabil. Tolong jangan ngurusin event mulu, percuma event bagus kalo ga ada yang main karena masalah jaringan",1
"Semenjak ada pilihan lane sebelum match kan keliatan jelas yg mau lane roam tuh dikit ya, cuma karena ada keuntungan(perlindungan penghilangan bintang) jadi banyak yang pilih roam, tapi roam plesetan. Arlot roam lah, chou roam lah, yg buka map gk bisa, tb gk bisa, buka war apa lagi. Jadi kalo kata aku lebih baik balikin ke awal aja, percuma. Pada dasarnya masih aja pada maksa make hero yang gk seharusnya dipake kalo jadi roam.",3
"makin buruk,banyak bot, ditengah pertandingan sering lag, padahal kondisi ponsel dan jaringan bagus dipakai buat main game serupa yang lebih berat masih lancar tanpa lag giliran buat main ml malah sering lag di tengah pertandingan, perbaiki dong",1
"Saya ingin menyampaikan keluhan mengenai sistem matchmaking di Mobile Legends. Selama hampir 20 pertandingan beruntun, saya selalu mendapatkan rekan satu tim yang bermain buruk, sementara tim lawan justru berisi pemain dengan kemampuan jauh lebih tinggi. Hal ini membuat pengalaman bermain terasa tidak adil dan sangat frustasi. Mohon agar pihak pengembang benar-benar memperhatikan dan memperbaiki sistem matchmaking agar permainan bisa lebih seimbang dan menyenangkan bagi semua pemain.",1
"kecewa banget, dulu sih suka bgt sama ini game, tapi sekarang malah sering force close sendiri ketika lagi nge-banned,lagi pick Hero, maupun lagi main, suka freme padahal penyimpanan masih besar, resolusi paling rendah masih aja ngefrem/ngeleg. ditambah lagi pas main relog sendiri, akhirnya tunggu loading pertandingan, pas nunggu malah lama bgt masuk nya, udh di tunggu lama2 suka ""pertandingan sudah berakhir"" akhirnya AFK, PADAHAL AFK ITU BUKAN KEMAUAN SAYA PRIBADI TAPI SISTEMNYA.",1
"Banyak BUG yang terjadi.. Pertama, Pada saat permainan berakhir fitur Report tidak bisa digunakan dengan muncul notifikasi error jaringan. Kedua, Pada saat pergantian akun menggunakan Montoon Acc muncul notifikasi error. Tolong untuk developer, kami hanya ingin game ini aman, lancar dan menyenangkan. Bukan hanya soal event. Tapi performa server dan aplikasi tolong dibenahi. Masalah jaringan ini udah dari dulu yang belum pernah terselesaikan. Padahal untuk koneksi internet stabil.",1
"GAME AJG, tiba2 nge frame pas matchmaking, trs pas pilih hero jg sm + jd gbs ganti spell, aplg sering bgt telat msuk, pas udh msuk mlh gbs gerak (malah di gerakin sm komputer), klo misalnya normal² aj pasti di tengah² game bkl nge lag n jd bikin afk, menang/kalah di posisi afk tuh g menguntungkan, klo menang mending cm g naik bintang doang, tp klo kalah ya bsa kena report+hilang bintang+ apalagi yg lebih parah bsa kena ban pertandingan sementara. bnerin dong! padahal jaringan udh bgs+lancar",1
Saya merasa sangat kesal ketika sedang bermain dan tidak sengaja terkeluarkan dari aplikasi dan ketika sudah masuk kembali aplikasinya tereset dan ketika mencoba masuk ke game nya TERLALU LAMA sehingga ketika saya akhirnya masuk kedalam game ternyata sudah KALAH dan saya diberi logo AFK setelah game. Apakah ini memang di sengaja atau tidak. Kalau tidak mohon DIPERHATIKAN dan DIPERBAIKI!,5
"untuk gameplay nya udah bagus,cuman masalah nya ada di player nya, sering kalah gara - gara dapet teman bod*h, masa main di lane roamer tapi Hero nya goldlane, tolong dong buat sistemnya kayak game HOK, roamer sama Hero nya sesuai,pasti player lain juga pengen sistem gitu",1
"udah pernah hapus, nyoba instal lagi dan ternyata sistem macthing semakin sangat buruk, kadang dikasih tim bego semua dan buta map kerjaan farming, sementara musuh pro semua,, mana gak cuma sekali, 1 gendong 4 mana bisa tahan, pake otak dong dikit, pantes player banyak yang vakum",1
"update besar-besaran tapi bug jaringan masih aja gak bisa di benarin, belakang ini saya lagi maen sampai live dan tiba' jaringan karakter gak bisa jalan, (ms) hijau tapi tidak bisa ngapain-ngapain, (ms) hijau dari tengah permainan sampai akhir permainan. karakter yang saya pakai tidak bisa jalan, sedangkan orang lain bisa jalan dan tidak hanya saya saja tapi teman-teman saya dan orang lain juga ngalamin hal yang sama. tolong perbaiki bug jaringan ini semua supaya gameplay/permainan player nyaman",1
"Sekarang banyak player yang dijalankan oleh sistem mobile legends mengunkakan robot / komputer dan bukan player sungguhan, jdi ketika bermain game ini, pada pertandingan pertama ditempatkan sama tim yang tidak kompak dan afk... Maka selanjutnya secara sistem akan diketemukan sama tim player robot komputer.. Sehingga akan berulang kali kalah.. Dan sebaliknya.. Jdi tlng sistem di perbaharui lgi",1
"liat min yang ngeluh masalah jaringan semua? semenjak update masalah jaringan seperti jump sering terjadi, tolong di perbaiki kalau ini bug di perbaiki secepatnya game doang gede, tapi bikin performa orang menjadi ancur, di jawab bukan ngasih solusi malah nambah bikin pusing, sebelum update atau season sinyal aman stabil setelah update malah ancur parah, di perbaiki dong secepatnya, percuma nambah fitur memperkuat sinyal kalau gada gunanya, tidak mempengaruhi apa apa. DI PERBAIKI SECEPATNYA",1
"""Sebenernya Mobile Legends tuh game-nya seru banget. Hero-nya banyak, skin-nya keren, dan gameplay-nya juga asyik. Tapi sayang banget, sering banget kena lag padahal sinyal lancar di aplikasi lain. Ping bisa tiba-tiba merah waktu war, terus jadi beban tim 😔 Udah coba pakai WiFi dan jaringan seluler, tetap aja kadang ngelag. Padahal HP udah spek oke. Semoga ke depannya Moonton bisa optimalkan server-nya atau tambahin fitur penguat jaringan kayak beberapa game lain.""note beat 👍🏼",5
"Setelah turun season ini dan setelah ada update terbaru,game play di rank, classic atau brawal mengalami lag atau patah patah,dari mulai pertandingan hingga selesai, padahal sinyal saya bagus,ping hijau, tetapi saat game play mulai tiba tiba patah patah,tolong di perbaiki lagi agar kami para penggemar mlbb agar lebih nyaman dan mudah untuk memainkan nya,",1
"Tolong donk moonton di perbaiki lagi sinyalnya atau server nya kurang bagus, makin lag parah crash saat war tiba tiba hilang ping padahal jaring ping bagus, tolong donk di perbaikin lagi, q main dari awal seson baru kali ini jelek banget parah banget",1
"gamenya seru, dan bagus. untuk developer tolong buat jaringannya, untuk mulai game pertandingan, jaringan warna nya hijau. tapi kadang tiba tiba gak ada jaringan, padahal warna jaringannya hijau di situ yang buat kesel klo lagi ngewar atau tarung sm musuh, tb tb pada mati. itu saja yang perlu di perbaiki, klo udah bener aku kasih bintang 5 deh. Terimakasih",3
