content,score,text_final
"Sistem game erorr, RUSAK ! biar di kirim screenshoot juga ga bisa bantu, paling gitu gitu juga lagi, bukan 1 2 kali pemain kirim tangkapan layar masih aja tidak ada perubahan, saran berputar putar belit, GAME OVER, UNINSTAL !!!",1,sistem game erorr rusak biar kirim screenshoot bantu gitu gitu kali main kirim tangkap layar ubah saran putar putar belit game over uninstal
"keseimbangan matchmaking nya gak imbang banget tim lawan jauh lebih unggul di banding tim sendiri, ditambah lagi jaringannya ngelag terus padahal buka aplikasi lain lancar no kendala, kadang juga menghubungkan kembali terus padahal jaringannya bagus, tolong lah diperbaiki hal semacam ini agar pemain merasa lebih baik.",1,imbang matchmaking gak imbang banget tim lawan unggul banding tim tambah jaring lag buka aplikasi lancar no kendala kadang hubung jaring bagus baik main
"saya kasih bintang 1, makin kesini montoon makin ga jelas nyiptain fitur fitur yang ga berguna malahan bikin tambah berat aja kasian yg hp nya setandar ke bawah, ini malahan kaya ngikutin HOK, iya aja klo matchmaking nya seimbang ini beda jauh banget musuh nya jgo² sedangkan tim kita pada bego² bikin jadi males main, oh ya 1 lagi setelah update² terbaru ini sinyal jadi kacau pdhl jaringan gua bagus tapi tiba² ga bisa gerak sendiri, pas udh mati aja baru lancar, jdi bikin ga nyaman player",1,kasih bintang kesini montoon nyiptain fitur fitur guna bikin berat kasi hp setandar kaya ngikutin hok matchmaking imbang beda banget musuh jgo tim bego bikin males main update baru sinyal kacau jaring bagus gerak pas mati lancar jdi bikin nyaman player
"Mobile Legends mengalami masalah performa saat dimainkan, terutama terkait kestabilan jaringan. Meskipun koneksi internet stabil, game sering mengalami lag dan delay, terutama saat pertandingan berlangsung. Mohon dilakukan perbaikan atau optimasi pada server agar pengalaman bermain lebih lancar dan kompetitif",4,mobile legends alami performa main kait stabil jaring koneksi internet stabil game alami lag delay tanding mohon baik optimasi server alam main lancar kompetitif
"game ini semakin kesini makin gaje, setiap main pasti skil heronya delay, terus kadang udah di pencet tapi ga keluar, sering lah saat dalam permainan, padahal di loby jaringannya bagus, Wifi-nya juga bagus, tolong lah monton untuk ini di perbaiki segera, sangat meresahkan ketika sedang push rank",1,game kesini gaje main skil hero delay kadang pencet main loby jaring bagus wifinya bagus monton baik resah push rank
"Halo Moonton, Saya ingin menyampaikan keluhan mengenai sistem matchmaking di Mobile Legends. Dari dulu sampai sekarang, pembagian tim terasa tidak adil. Pemain sering mendapatkan tim yang tidak seimbang, misalnya satu tim berisi pemain yang kurang pengalaman sementara tim lawan jauh lebih kompak. Hal ini membuat pengalaman bermain jadi kurang menyenangkan. Mohon agar sistem matchmaking bisa lebih diperbaiki supaya pemain mendapatkan tim yang seimbang dan adil. Terima kasih atas perhatian dan ker",1,halo moonton keluh sistem matchmaking mobile legends bagi tim adil main tim imbang tim isi main alam tim lawan kompak alam main senang mohon sistem matchmaking baik main tim imbang adil terima kasih perhati ker
"saat masuk in game pada mode rank, tertulis jaringan terputus, namun pada jaringan data ponselku sedang bagus, bagaimana bisa seperti itu?????, alhasil saya afk beberapa kali dan membuat kredit skorku turun, tolong yaa min admin segera di perbaiki semaksimal mungkin ton moonton bintang 1 itu sesuai dengan keresahankuuuuuuuuuu,, payahhhh",1,masuk in game mode rank tulis jaring putus jaring data ponselku bagus alhasil afk kali kredit skor turun yaa min admin baik maksimal ton moonton bintang sesuai keresahankuuuuuuuuuu payahhhh
"Lag pada server, bug UI. lag pada server>mode speed on, ngelag ga bisa bergerak, kalau mode speed off, ngelag tapi masih bisa bergerak. Bug UI>Bug saat menemukan pertandingan, draft pick, dan memasuki pertandingan.",1,lag server bug ui lag servermode speed on lag gerak mode speed off lag gerak bug uibug temu tanding draft pick pasuk tanding
"""Dear Developer, setiap hari saya main MLBB dengan jaringan WiFi stabil, penyimpanan HP luas, perangkat lancar, tapi tetap saja selalu muncul peringatan AFK. Kalau player sudah memastikan semuanya bagus tapi sistem game masih salah deteksi, berarti yang bermasalah bukan pemain, tapi sistem gamenya sendiri. Jangan sampai pemain yang serius malah kena cap AFK gara-gara bug atau sistem yang tidak akurat. Mohon diperbaiki, karena game sebesar ini seharusnya bisa lebih profesional dalam mendeteksi ma",2,dear developer main mlbb jaring wifi stabil simpan hp luas perangkat lancar muncul ingat afk player bagus sistem game salah deteksi masalah main sistem gamenya main serius kena cap afk garagara bug sistem akurat mohon baik game profesional deteksi ma
"Makin lama nih game makin ampas, tidak heran pada pindah ke game sebelah... kita gak butuh skin gratis, yang kita paling butuhkan itu optimasi... percuma game bagus kalau jaringannya gak stabil digamenya... itu akun-akun yang udah tidak diurus mending dihapus permanen karena terlalu bebankan server... kalau gak ada perbaikan, percuma juga...gak ada bedanya dengan game rpg sebelah👎👎",1,game ampas heran pindah game belah gak butuh skin gratis butuh optimasi game bagus jaring gak stabil digamenya akunakun urus mending hapus permanen beban server gak baik jugagak beda game rpg belah
"semakin update bukannya semakin suram, sering waktu loading screen mengalami frame, sudah relog tetapi frame di loading login, sudah melaporkan ke cs tetapi tidak ada perbaikan dan kompensasi, bintang turun, win rate turun, kredit skor turun. Baru kali ini saya merasa kecewa dengan game ini",1,update suram loading screen alami frame relog frame loading login lapor cs baik kompensasi bintang turun win rate turun kredit skor turun kali kecewa game
terakhir memberikan ulasan bulan juli ada 3 bulan yang lalu tapi sampai sekarang masalah jaringan tidak pernah ada perbaikan ini keuntungannya dari berbagai macam event penjual dan lainnya itu kemana kenapa masalah classic jaringan dari dulu sampai tidak pernah ada penyelesaian? setiap pertandingan selalu ping tidak stabil tapi ketika disaat bersamaan buka aplikasi lain seperti youtube tiktok lancar saja tidak ada kemdala,1,ulas juli jaring baik untung event jual classic jaring selesai tanding ping stabil saat sama buka aplikasi youtube tiktok lancar kemdala
"ayolah ini game kenapa dah? season² sebelumnya aku main aman² aja tpi skrg kenapa malah sering ngelag ya? apalagi pas pemilihan hero itu sering lag pdhl jaringan bagus lo. aku juga klo main di game kok malah lag juga pas lgi rame. ini bug apa gimana? delay banget itu pdhl grafik udh dibuat rata kiri. tolonglah ini diperbaiki, lama² ntar game mu mati klo kayak gini",1,ayo game dah season main aman skrg lag pas pilih hero lag jaring bagus main game lag pas lgi rame bug gimana delay banget grafik kiri tolong baik ntar game mu mati kayak gin
gamenya bagus cuma pas saya main terus kuota saya habis kan otomatis afk dan ketika saya mau main lagi tiba tiba gak bisa main rank lagi dan saya lihat di kotak masuk ada pemberitahuan yang saya terima itu saya kena sanksi yang menyebabkan credit score saya berkurang 9 yang tadi ya 94 menjadi 84 dan ketika saya afk bisa tanpa ada halangan hukumannya pun berbeda credit scorenya hanya berkurang 2-4?,4,gamenya bagus pas main kuota habis otomatis afk main gak main rank lihat kotak masuk pemberitahuan terima kena sanksi sebab credit score kurang afk halang hukum beda credit scorenya kurang
"Sistem matchnya bisa tidak dioptimalkan, agar makin bagus gamenya? Terus bisa gak untuk permasalahan jaringan diperbaiki juga. Saya bermain dengan wifi yang bagus saja merasa bahwa masih agak kurang, unggulnya game ini sih cuman di bagian skin-skinnya aja sih. Untuk matchmakingnya tolong diperbaiki lagi, lagi.",3,sistem matchnya optimal bagus gamenya gak masalah jaring baik main wifi bagus unggul game cuman skinskinnya matchmakingnya baik
"semenjak season sinyal dan bug dimana mana,tolong untuk pihak dan tim mobile legend di perbaiki,ping sinyal 10-20mps gbsa gerak dan delay 3 detik,sementara itu di akun saya mengalami bug dimana ketika loading screen mau masuk ingame ngestuck di 80% lalu muncul peringatan bahwa sistem eror dan tidak lama dari situ saya langsung masuk ke dalam game dengan keadaan telat 2menit,performa saya menurun sejak season karna bug ini,jika masih belum di perbaiki maka akan saya hapus gamenya.",1,semenjak season sinyal bug manatolong tim mobile legend perbaikiping sinyal mps gbsa gerak delay detiksementara akun alami bug loading screen masuk ingame ngestuck muncul ingat sistem eror situ langsung masuk game telat menitperforma turun season bug inijika baik hapus gamenya
"saya punya kendala, yaitu saat asik bermain, tiba² sinyal hilang dan menampilkan teks ""menghubungkan kembali ke pertandingan"" seperti pada umumnya, tapi padahal kuota saya masih aktif dan ping masih hijau (sekitar 25-40ms) entah knp mlbb saat ini makin berat di hp kentang dan sinyal makin kacau. semoga lain waktu bisa lebih baik lagi💪",3,kendala asik main sinyal hilang tampil teks hubung tanding kuota aktif ping hijau ms knp mlbb berat hp kentang sinyal kacau moga
"tolong dong diperbaiki lagi, setelah update makin rusak. Masa di loading screen bisa tiba' keluar sendiri gitu, padahal jaringan bagus, memori gaada penuh, tiba' keluar sendiri. Waktu mau masuk, langsung ke loading screen dan sama aja lagi kaya gitu, dan akhirnya barusan saya login malah diberitahukan afk. ini gmn si, masa keluar masuk loading screen terus. dibenerin lagi ya, ga nyaman kalo gini terus!!",2,baik update rusak loading screen gitu jaring bagus memori gaada penuh masuk langsung loading screen kaya gitu barusan login diberitahukan afk si masuk loading screen dibenerin nyaman gin
"semenjak sistem baru di dalam draft pick banyak yang tidak sesuai dengan role, banyak yang tes hero dan dlam game pun tak pernah seimbang. kadang dapat tim bagus musuhnya kurang. kadang dapat tim kuran kita punya tim lebih nub. maen untuk senang2 malahan yang ada hanya emosi",1,semenjak sistem draft pick sesuai role tes hero dlam game imbang kadang tim bagus musuh kadang tim kur tim nub maen senang emosi
"yg download nyesel, mending main honor of kings. banyak ngelag, bug, dan patah2 pas in game, apalagi pas lagi war, parah bgt ngelagnya. tau2 mati. PADAHAL SINYAL HIJAU, BAGUS DAN KENCENG! berbagai cara udah coba, coba relog, coba uninstall download lagi, coba pake wifi, UDAH SEMUA TAPI TERPANTAU BLM ADA PERUBAHAN! kan Bawaannya jadi suudzon Mulu sama tim musuh kayanya ada yg ngecheat atau apa, ternyata emang GAME INI YG RUSAK! sibuk ngurusin skin baru terus, PERFORMA SINYAL TUH BAGUSIN. KOCAK!",1,download nyesel mending main honor of kings lag bug patah pas in game pas war parah banget ngelagnya tau mati sinyal hijau bagus kenceng coba coba relog coba uninstall download coba pake wifi pantau ubah bawa suudzon mulu tim musuh kaya ngecheat emang game rusak sibuk ngurusin skin performa sinyal tuh bagusin kocak
"padahal jaringan bagus, bar jaringannya juga full, tapi kenapa kadang suka ngelag, dan anehnya ngelagnya cuma pas lagi war, kadang lancar kadang tiba tiba lag lagi, tolong di fix ya, ganggu banget soalnya, bikin yang awalnya lagi posisi menang jadi kalau",1,jaring bagus bar jaring full kadang suka lag aneh ngelagnya pas war kadang lancar kadang lag fix ganggu banget bikin posisi menang
"ping nya jelek banget, jumping, dari 9 ke 100-200an pas in game, di lobby gapapa, wifi aman-aman aja, mana ga keitung jaringan tidak stabil pas penghitungan poin rank kalo kalah, yang bener aja, sudah banyak yang meresahkan jaringan yang jelek parah pas in game masih aja ga dibenerin, rusak ni game.",1,ping jelek banget jumping an pas in game lobby gapapa wifi amanaman keitung jaring stabil pas hitung poin rank kalah bener resah jaring jelek parah pas in game dibenerin rusak ni game
"Montoon Semakin Lama, semakin gak jelas. Game nya Lumayan Bagus, Tapi Banyak System Yang Eror. Yang Terutama 1. Sinyal Bagus Tapi Game Nya Eror, 2. Nge stuk Gak Bisa Di Gerakan. 3. Selalu Dapet Tim Dark System. Itu Keluhan Yang Saya Alami Di Game Ini. Memang, Grafiknya Bagus, Tapi System Nya Selalu Eror.",1,montoon gak game lumayan bagus system eror sinyal bagus game eror nge stuk gak gera tim dark system keluh alami game grafik bagus system eror
"setelah apdate map baru ini sering terjadi lag, apalagi ketika mytic up sering menghubungkan baik data sendiri maupun WiFi, menyebabkan player ketinggalan permainan bahkan sampai 2 menit, tolong perbaiki ini karena sering terjadi ketika mytic up",1,apdate map lag mytic up hubung data wifi sebab player tinggal main menit baik mytic up
"game nya bagus di awal lancar lancar aja, tapi pas pemilihan Hero dan pas detik 13 selalu bug disitu, jadinya pas loading ketinggalan, padahal jaringan bagus, orang lain udah mulai game, saya baru masuk, jadinya saya afk terus, gimana mau capai rank keinginan kalo ada bug seperti itu terus",3,game bagus lancar lancar pas pilih hero pas detik bug situ pas loading tinggal jaring bagus orang game masuk afk gimana capai rank bug
"semenjak update patch terakhir kali season kmrn, masalahnya adalah banyak bug terjadi, entah hp saya kurang mendukung atau apa tpi selama 4 tahun saya main game ini tidak pernah satupun saya mengalami masalah berikut ini. saya mengalami game freeze disaat matchmaking selesai (biasanya base hancur dan ada tulisan victory/defeat), saya mengalami freeze yang cukup lama ketika memasuki loading screen seperti saya stuck di 30% lalu game sudah dimulai(menyebabkan saya dianggap afk oleh sistem)",1,semenjak update patch kali season kmrn bug hp dukung main game satu alami alami game freeze saat matchmaking selesai base hancur tulis victorydefeat alami freeze pasuk loading screen stuck game dimulaimenyebabkan anggap afk sistem
"Fitur-fitur gak guna malah ngebuat game tambah lag parah. Padahal jaringannya bagus, tapi lag parah karna kebanyakan fitur. Udah gitu sistem matchmakingnya susah, nunggu lama baru bisa. Gamenya gak kayak dulu lagi, kebanyakan fitur gak guna👎",3,fiturfitur gak ngebuat game lag parah jaring bagus lag parah banyak fitur gitu sistem matchmakingnya susah nunggu gamenya gak kayak banyak fitur gak
